location,county,species,weekStart,weekEnd,lat,lng
Brite Valley Reservoir,Kern,Trout,2025/04/20,2025/04/26,35.106934,-118.542432
Puddingstone Lake,Los Angeles,Trout,2025/04/20,2025/04/26,34.086974,-117.804408
Susan River Upper,Lassen,Trout,2025/04/20,2025/04/26,40.4127731323242,-120.8620224
"Trinity River, above Clair Engle Lake",Trinity,Trout,2025/04/20,2025/04/26,41.1257400512695,-122.69898987
"Feather River Middle Fork, Graeagle",Plumas,Trout,2025/04/20,2025/04/26,39.780143737793,-120.62560272
Battle Creek South Fork,Tehama,Trout,2025/04/20,2025/04/26,40.3511352539062,-121.66055298
Susan River Middle,Lassen,Trout,2025/04/20,2025/04/26,40.3956298828125,-120.772995
Sycamore Island Pond,Madera,Trout,2025/04/20,2025/04/26,36.8516179857113,-119.82626269
Bridgeport Reservoir,Mono,Trout,2025/04/20,2025/04/26,38.28778,-119.230933
Bass Lake,Siskiyou,Trout,2025/04/20,2025/04/26,41.70004,-122.493836
Nelder Creek,Madera,Trout,2025/04/20,2025/04/26,37.3737373352051,-119.60574341
"Owens River, Section 2",Inyo,Trout,2025/04/20,2025/04/26,37.1855621337891,-118.26623535
"McCloud River, Fowlers, Lower Falls",Siskiyou,Trout,2025/04/20,2025/04/26,41.243953704834,-122.02196503
Prado Park Lake,San Bernardino,Trout,2025/04/20,2025/04/26,33.943239,-117.646789
"Tenmile Creek, Upper",Fresno,Trout,2025/04/20,2025/04/26,36.783073425293,-118.90053558
Rock Creek,Madera,Trout,2025/04/20,2025/04/26,37.2913208007812,-119.36153412
"Russian River, Upper East Branch",Mendocino,Trout,2025/04/20,2025/04/26,39.248291,-123.122074
Diaz Lake,Inyo,Trout,2025/04/20,2025/04/26,36.562231,-118.054857
Burney Creek Upper,Shasta,Trout,2025/04/20,2025/04/26,40.8222122192383,-121.71613312
Yorba Linda Regional Park Lake,Orange,Trout,2025/04/20,2025/04/26,33.869442,-117.764807
Mammoth Pool Lake,"Fresno, Madera",Trout,2025/04/27,2025/05/03,37.353786,-119.306188
Green Valley Lake,San Bernardino,Trout,2025/04/27,2025/05/03,34.238207,-117.0808
Puddingstone Lake,Los Angeles,Trout,2025/04/27,2025/05/03,34.086974,-117.804408
"Merced River, Section ll",Mariposa,Trout,2025/04/27,2025/05/03,37.6609535217285,-119.85366821
Taboose Creek,Inyo,Trout,2025/04/27,2025/05/03,36.9984283447266,-118.25787354
Hat Creek Upper,Shasta,Trout,2025/04/27,2025/05/03,40.762264251709,-121.4983139
Cuyamaca Lake,San Diego,Trout,2025/04/27,2025/05/03,32.99032,-116.569296
"Reservoir ""F""",Modoc,Trout,2025/04/27,2025/05/03,41.57051,-120.880054
Burney Creek Lower,Shasta,Trout,2025/04/27,2025/05/03,41.0080795288086,-121.64898682
Santa Fe Reservoir,Los Angeles,Trout,2025/04/27,2025/05/03,34.112907,-117.950271
Burney Creek Middle,Shasta,Trout,2025/04/27,2025/05/03,40.8777160644531,-121.67034912
"Reservoir ""C""",Modoc,Trout,2025/04/27,2025/05/03,41.662932,-120.770261
"Kern River, Section 4",Kern,Trout,2025/04/27,2025/05/03,35.7305030822754,-118.42365265
"Nacimiento River, Upper",Monterey,Trout,2025/04/27,2025/05/03,36.0077133178711,-121.40193176
Convict Creek,Mono,Trout,2025/04/27,2025/05/03,37.5989952087402,-118.8489151
Arrowbear Lake,San Bernardino,Trout,2025/04/27,2025/05/03,34.212144,-117.077307
Hensley Lake,Madera,Trout,2025/04/27,2025/05/03,37.124381,-119.877265
Stanislaus River Middle Fork,Tuolumne,Trout,2025/04/27,2025/05/03,38.3434562683105,-119.83426666
Georges Creek,Inyo,Trout,2025/04/27,2025/05/03,36.7038841247559,-118.12924194
Big Bear Lake,San Bernardino,Trout,2025/04/27,2025/05/03,34.253115,-116.92764
"Rock Creek, Section 1",Mono,Trout,2025/04/27,2025/05/03,37.5001831054688,-118.59822845
Independence Creek,Inyo,Trout,2025/04/27,2025/05/03,36.8096580505371,-118.19972992
Huntington Lake,Fresno,Trout,2025/04/27,2025/05/03,37.239914,-119.196159
Stanislaus River Clarks Fork,"Alpine, Tuolumne",Trout,2025/04/27,2025/05/03,38.3841552734375,-119.8204422
Burney Creek Upper,Shasta,Trout,2025/04/27,2025/05/03,40.8222122192383,-121.71613312
River Walk Lake,Kern,Trout,2025/04/27,2025/05/03,35.351532,-119.126559
Hat Creek Middle,Shasta,Trout,2025/04/27,2025/05/03,40.9227409362793,-121.54640198
Manzanita Lake,Madera,Trout,2025/04/27,2025/05/03,37.24543,-119.517409
Corrine Lake,Madera,Trout,2025/04/27,2025/05/03,37.159408,-119.49595
Battle Creek South Fork,Tehama,Trout,2025/04/27,2025/05/03,40.3511352539062,-121.66055298
McCumber Reservoir,Shasta,Trout,2025/04/27,2025/05/03,40.540568,-121.732891
Pine Flat Reservoir,Fresno,Trout,2025/04/27,2025/05/03,36.856357,-119.282763
Deer Creek,Tehama,Trout,2025/04/27,2025/05/03,40.234245300293,-121.45935059
Sugar Pine Reservoir,Placer,Trout,2025/04/27,2025/05/03,39.133907,-120.792204
Merced Lake North,San Francisco,Trout,2025/04/27,2025/05/03,37.727309,-122.494671
Angels Creek,Calaveras,Trout,2025/04/27,2025/05/03,38.0784759521484,-120.53005981
Antelope Reservoir,Plumas,Trout,2025/04/27,2025/05/03,40.18332,-120.592729
Whiskeytown Lake,Shasta,Trout,2025/04/27,2025/05/03,40.625588,-122.559025
"Kern River, Section 5","Kern, Tulare",Trout,2025/04/27,2025/05/03,35.7961883544922,-118.45127869
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/04/27,2025/05/03,36.7976875305176,-119.39915466
Sycamore Island Pond,Madera,Trout,2025/04/27,2025/05/03,36.8516179857113,-119.82626269
Shasta Lake,Shasta,Trout,2025/04/27,2025/05/03,40.765934,-122.298688
Ash Creek Upper,Lassen,Trout,2025/04/27,2025/05/03,41.1464958190918,-120.80834961
Sandywool Lake,Santa Clara,Trout,2025/04/27,2025/05/03,37.454999,-121.862382
White Pines Lake,Calaveras,Trout,2025/04/27,2025/05/03,38.268658,-120.341612
Morena Reservoir,San Diego,Trout,2025/04/27,2025/05/03,32.685239,-116.537494
Avocado Lake,Fresno,Trout,2025/04/27,2025/05/03,36.787045,-119.412218
Goodale Creek,Inyo,Trout,2025/04/27,2025/05/03,36.9775505065918,-118.25619507
Symmes Creek,Inyo,Trout,2025/04/27,2025/05/03,36.7359199523926,-118.26528168
Jenks Lake,San Bernardino,Trout,2025/04/27,2025/05/03,34.164292,-116.881948
Ming Lake,Kern,Trout,2025/04/27,2025/05/03,35.439631,-118.86563
Tuttle Creek,Inyo,Trout,2025/04/27,2025/05/03,36.5650291442871,-118.12565613
Indian Valley Reservoir,Lake,Trout,2025/04/27,2025/05/03,39.123723,-122.540995
"Kern River, Section 3",Kern,Trout,2025/04/27,2025/05/03,35.600154876709,-118.49690247
Hume Lake,Fresno,Trout,2025/04/27,2025/05/03,36.790764,-118.905468
MacArthur Park Lake,Los Angeles,Catfish,2025/04/27,2025/05/03,34.058218,-118.27789
Fee Reservoir,Modoc,Trout,2025/04/27,2025/05/03,41.833062,-120.02315
Duncan Reservoir,Modoc,Trout,2025/04/27,2025/05/03,41.518216,-120.944612
"Kern River, Section 2",Kern,Trout,2025/04/27,2025/05/03,35.5364379882812,-118.63832855
Tinnemaha Creek,Inyo,Trout,2025/04/27,2025/05/03,37.0497207641602,-118.27203369
Pinecrest Lake,Tuolumne,Trout,2025/04/27,2025/05/03,38.196056,-119.982335
Freshwater Lagoon,Humboldt,Trout,2025/04/27,2025/05/03,41.267982,-124.092799
"Rock Creek, Section 2",Mono,Trout,2025/04/27,2025/05/03,37.5425987243652,-118.69241333
Lake Fulmor,Riverside,Trout,2025/04/27,2025/05/03,33.805213199823,-116.7795083
Shepherd Creek,Inyo,Trout,2025/04/27,2025/05/03,36.7427253723145,-118.15918732
Fresno City Woodward Park Lake,Fresno,Trout,2025/04/27,2025/05/03,36.863692,-119.783463
"Russian River, Upper East Branch",Mendocino,Trout,2025/04/27,2025/05/03,39.248291,-123.122074
"Kern River, Section 1",Kern,Trout,2025/04/27,2025/05/03,35.4761085510254,-118.72754669
"Russian River, Upper East Branch",Mendocino,Trout,2025/05/04,2025/05/10,39.248291,-123.122074
"Trinity River, above Clair Engle Lake",Trinity,Trout,2025/05/04,2025/05/10,41.1257400512695,-122.69898987
Grant Lake,Mono,Trout,2025/05/04,2025/05/10,37.839939,-119.111529
Trinity Lake (Clair Engle Lake),Trinity,Trout,2025/05/04,2025/05/10,40.838626,-122.781822
Tamarack Creek,Fresno,Trout,2025/05/04,2025/05/10,37.194263458252,-119.19861603
"Kern River, Section 6",Tulare,Trout,2025/05/04,2025/05/10,35.947021484375,-118.47764587
Stanislaus River South Fork,Tuolumne,Trout,2025/05/04,2025/05/10,38.1700973510742,-120.06674957
Virginia Lake Lower,Mono,Trout,2025/05/04,2025/05/10,38.046828,-119.265125
Burney Creek Upper,Shasta,Trout,2025/05/04,2025/05/10,40.8222122192383,-121.71613312
Lake Berryessa,Napa,Trout,2025/05/04,2025/05/10,38.589974,-122.230433
Robinson Creek,Mono,Trout,2025/05/04,2025/05/10,38.1932716369629,-119.31916046
"Kern River, Section 5","Kern, Tulare",Trout,2025/05/04,2025/05/10,35.7961883544922,-118.45127869
Coffee Creek,Trinity,Trout,2025/05/04,2025/05/10,41.0841445922852,-122.71015167
"Clear Creek, above Whiskeytown Lake",Shasta,Trout,2025/05/04,2025/05/10,40.6681175231934,-122.6341095
El Estero Lake,Monterey,Trout,2025/05/04,2025/05/10,36.599182,-121.885405
Hansen Dam Lake,Los Angeles,Catfish,2025/05/04,2025/05/10,34.2661,-118.392908
Burney Creek Lower,Shasta,Trout,2025/05/04,2025/05/10,41.0080795288086,-121.64898682
Briles Reservoir,Modoc,Trout,2025/05/04,2025/05/10,41.76662,-120.351599
Shasta Lake,Shasta,Trout,2025/05/04,2025/05/10,40.765934,-122.298688
"Kern River, Section 4",Kern,Trout,2025/05/04,2025/05/10,35.7305030822754,-118.42365265
Big Pine Creek,Inyo,Trout,2025/05/04,2025/05/10,37.1307411193848,-118.3370285
Hedrick Pond (Redwood Lake),Tulare,Trout,2025/05/04,2025/05/10,36.229834,-118.679781
Trinity River Stuart Fork,Trinity,Trout,2025/05/04,2025/05/10,40.8588600158691,-122.89318848
"Tenmile Creek, Upper",Fresno,Trout,2025/05/04,2025/05/10,36.783073425293,-118.90053558
Balch Park Lake Upper,Tulare,Trout,2025/05/04,2025/05/10,36.221075,-118.676555
Virginia Lake Upper,Mono,Trout,2025/05/04,2025/05/10,38.04705,-119.259049
Orr Lake,Siskiyou,Trout,2025/05/04,2025/05/10,41.6625,-121.992492
Lake Almanor,Plumas,Trout,2025/05/04,2025/05/10,40.228988,-121.154457
Battle Creek South Fork,Tehama,Trout,2025/05/04,2025/05/10,40.3511352539062,-121.66055298
"West Walker River, Section 2",Mono,Trout,2025/05/04,2025/05/10,38.5385437011719,-119.49241638
Pinecrest Lake,Tuolumne,Trout,2025/05/04,2025/05/10,38.196056,-119.982335
"Bishop Creek, Intake II",Inyo,Trout,2025/05/04,2025/05/10,37.247495,-118.584349
Hat Creek Middle,Shasta,Trout,2025/05/04,2025/05/10,40.9227409362793,-121.54640198
Angels Creek,Calaveras,Trout,2025/05/04,2025/05/10,38.0784759521484,-120.53005981
Tuolumne River South Fork,Tuolumne,Trout,2025/05/04,2025/05/10,37.8115272521973,-119.9440918
Dinkey Creek,Fresno,Trout,2025/05/04,2025/05/10,37.0633697509766,-119.15642548
Barney Schwartz Park Lake,San Luis Obispo,Trout,2025/05/04,2025/05/10,35.637244,-120.64599
Ralphine Lake,Sonoma,Trout,2025/05/04,2025/05/10,38.454904,-122.667101
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/05/04,2025/05/10,36.7976875305176,-119.39915466
Siskiyou County Fairgrounds Pond,Siskiyou,Trout,2025/05/04,2025/05/10,41.706525,-122.639914
Stanislaus River Middle Fork,Tuolumne,Trout,2025/05/04,2025/05/10,38.3434562683105,-119.83426666
Lake Isabella,Kern,Trout,2025/05/04,2025/05/10,35.669537,-118.427225
Dry Lake,Del Norte,Trout,2025/05/04,2025/05/10,41.742553,-123.87709
Balch Park Lake Lower,Tulare,Trout,2025/05/04,2025/05/10,36.219573,-118.680518
Antelope Creek,Siskiyou,Trout,2025/05/04,2025/05/10,41.5762710571289,-121.92536926
Hat Creek Upper,Shasta,Trout,2025/05/04,2025/05/10,40.762264251709,-121.4983139
Bearskin Creek,Fresno,Trout,2025/05/04,2025/05/10,36.7598419189453,-118.90292358
Carrville Pond,Trinity,Trout,2025/05/04,2025/05/10,41.05302,-122.701172
Baker Creek,Inyo,Trout,2025/05/04,2025/05/10,37.169620513916,-118.30949402
"Bishop Creek, Middle Fork",Inyo,Trout,2025/05/04,2025/05/10,37.2449378967285,-118.58989716
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2025/05/04,2025/05/10,38.0534973144531,-120.24224091
White Pines Lake,Calaveras,Trout,2025/05/04,2025/05/10,38.268658,-120.341612
Stanislaus River North Fork,"Calaveras, Tuolumne",Trout,2025/05/04,2025/05/10,38.2758712768555,-120.26264954
Freshwater Lagoon,Humboldt,Trout,2025/05/04,2025/05/10,41.267982,-124.092799
"Twin Lake Lower, Bridgeport",Mono,Trout,2025/05/04,2025/05/10,38.162557,-119.336401
Alondra Park Lake,Los Angeles,Catfish,2025/05/04,2025/05/10,33.882028,-118.334293
Deer Creek,Tehama,Trout,2025/05/04,2025/05/10,40.234245300293,-121.45935059
"Twin Lake Upper, Bridgeport",Mono,Trout,2025/05/04,2025/05/10,38.149096,-119.364455
"West Walker River, Section 3",Mono,Trout,2025/05/04,2025/05/10,38.3638801574707,-119.49225616
